epoch,step,test/loss,test/loss_BEE:LU,test/loss_CRO:LU,test/loss_EWB:LU,test/loss_HCH:LU,test/loss_HZL:LU,test/loss_LAR:NE,test/loss_LLL:LU,test/loss_SLL:LU,test/loss_SPR:NE,test/mae,test/mae_BEE:LU,test/mae_CRO:LU,test/mae_EWB:LU,test/mae_HCH:LU,test/mae_HZL:LU,test/mae_LAR:NE,test/mae_LLL:LU,test/mae_SLL:LU,test/mae_SPR:NE,test/r2,test/r2_BEE:LU,test/r2_CRO:LU,test/r2_EWB:LU,test/r2_HCH:LU,test/r2_HZL:LU,test/r2_LAR:NE,test/r2_LLL:LU,test/r2_SLL:LU,test/r2_SPR:NE,test/rmse,test/rmse_BEE:LU,test/rmse_CRO:LU,test/rmse_EWB:LU,test/rmse_HCH:LU,test/rmse_HZL:LU,test/rmse_LAR:NE,test/rmse_LLL:LU,test/rmse_SLL:LU,test/rmse_SPR:NE
0,0,0.4263495206832886,0.5336938500404358,0.43581676483154297,0.34349146485328674,0.5184136033058167,0.6390858888626099,0.3565165102481842,0.26720553636550903,0.4236585795879364,0.3192633092403412,6.811122417449951,5.563481330871582,7.69047212600708,6.5181779861450195,7.207870960235596,9.161392211914062,7.697940826416016,4.961987495422363,5.730693817138672,6.768085956573486,0.4920765459537506,0.47088050842285156,0.5925242304801941,0.40006500482559204,0.4515036344528198,0.48900657892227173,0.6281397342681885,0.5742114782333374,0.39331668615341187,0.4290410280227661,8.905766487121582,7.977457046508789,9.583039283752441,8.160962104797363,10.156621932983398,12.501997947692871,9.684491157531738,5.9975128173828125,7.442667007446289,8.647144317626953
