epoch,step,train/loss,train/loss_BEE:LU,train/loss_CRO:LU,train/loss_EWB:LU,train/loss_HCH:LU,train/loss_HZL:LU,train/loss_LAR:NE,train/loss_LLL:LU,train/loss_SLL:LU,train/loss_SPR:NE,train/mae,train/mae_BEE:LU,train/mae_CRO:LU,train/mae_EWB:LU,train/mae_HCH:LU,train/mae_HZL:LU,train/mae_LAR:NE,train/mae_LLL:LU,train/mae_SLL:LU,train/mae_SPR:NE,train/r2,train/r2_BEE:LU,train/r2_CRO:LU,train/r2_EWB:LU,train/r2_HCH:LU,train/r2_HZL:LU,train/r2_LAR:NE,train/r2_LLL:LU,train/r2_SLL:LU,train/r2_SPR:NE,train/rmse,train/rmse_BEE:LU,train/rmse_CRO:LU,train/rmse_EWB:LU,train/rmse_HCH:LU,train/rmse_HZL:LU,train/rmse_LAR:NE,train/rmse_LLL:LU,train/rmse_SLL:LU,train/rmse_SPR:NE,val/loss,val/loss_BEE:LU,val/loss_CRO:LU,val/loss_EWB:LU,val/loss_HCH:LU,val/loss_HZL:LU,val/loss_LAR:NE,val/loss_LLL:LU,val/loss_SLL:LU,val/loss_SPR:NE,val/mae,val/mae_BEE:LU,val/mae_CRO:LU,val/mae_EWB:LU,val/mae_HCH:LU,val/mae_HZL:LU,val/mae_LAR:NE,val/mae_LLL:LU,val/mae_SLL:LU,val/mae_SPR:NE,val/r2,val/r2_BEE:LU,val/r2_CRO:LU,val/r2_EWB:LU,val/r2_HCH:LU,val/r2_HZL:LU,val/r2_LAR:NE,val/r2_LLL:LU,val/r2_SLL:LU,val/r2_SPR:NE,val/rmse,val/rmse_BEE:LU,val/rmse_CRO:LU,val/rmse_EWB:LU,val/rmse_HCH:LU,val/rmse_HZL:LU,val/rmse_LAR:NE,val/rmse_LLL:LU,val/rmse_SLL:LU,val/rmse_SPR:NE
0,4,1.367585301399231,0.823175847530365,0.8672541975975037,1.6239526271820068,1.6604979038238525,1.4879744052886963,0.8491744995117188,2.4325921535491943,1.6596074104309082,0.9040376543998718,12.186464309692383,8.309734344482422,9.400073051452637,13.728958129882812,15.526740074157715,15.572728157043457,12.831391334533691,12.837370872497559,10.148432731628418,11.322748184204102,,,,,,,,,,,15.792214393615723,10.04404354095459,13.417908668518066,17.715015411376953,18.438213348388672,19.76849365234375,15.078886985778809,18.39472770690918,14.788562774658203,14.484065055847168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,0.5110056400299072,0.5579600930213928,0.45499110221862793,0.280241459608078,0.43468189239501953,0.4199492633342743,0.29228389263153076,0.8289653658866882,0.7762359380722046,0.553741455078125,7.916449546813965,6.708071708679199,8.690237998962402,6.344968318939209,7.590476036071777,8.716480255126953,6.977180480957031,8.548864364624023,8.528149604797363,9.14361572265625,,,,,,,,,,,9.590801239013672,8.269206047058105,9.718810081481934,7.359038352966309,9.433772087097168,10.502055168151855,8.846535682678223,10.73808765411377,10.113935470581055,11.335762977600098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,0.6103929877281189,0.5116764903068542,0.774451494216919,0.4382558763027191,0.715070366859436,0.4004809558391571,0.1873360127210617,1.2391548156738281,0.6481044292449951,0.5790066719055176,8.654153823852539,7.096796035766602,9.37934684753418,7.68242883682251,10.375738143920898,8.36213493347168,5.940062522888184,11.420689582824707,7.93896484375,9.691219329833984,,,,,,,,,,,10.35565185546875,7.918811798095703,12.679693222045898,9.202774047851562,12.09968376159668,10.255735397338867,7.0824151039123535,13.128693580627441,9.241570472717285,11.591483116149902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19,0.3900798559188843,0.7428508400917053,0.17926429212093353,0.11986767500638962,0.42157989740371704,0.6109558343887329,0.450416624546051,0.13618989288806915,0.39988774061203003,0.44970571994781494,6.847314834594727,7.802593231201172,4.337132453918457,4.193115711212158,7.3257856369018555,10.94163990020752,8.173998832702637,3.0971779823303223,6.695713043212891,9.058674812316895,,,,,,,,,,,8.357952117919922,9.541420936584473,6.10040283203125,4.81289005279541,9.290510177612305,12.667204856872559,10.981912612915039,4.352423667907715,7.2592597007751465,10.21554183959961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,0.5468986630439758,0.35852840542793274,0.9415135979652405,0.29791903495788574,0.570887565612793,0.4636051654815674,0.5251044631004333,0.7570351362228394,0.17211025953292847,0.83538419008255,8.08781909942627,4.708389759063721,10.109530448913574,6.060431003570557,9.781006813049316,9.519294738769531,10.517694473266602,8.700732231140137,3.9264092445373535,9.466879844665527,,,,,,,,,,,10.09414005279541,6.628633975982666,13.980572700500488,7.5875935554504395,10.811225891113281,11.034431457519531,11.857513427734375,10.261638641357422,4.762409210205078,13.923242568969727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,0.3653055429458618,0.3553711771965027,0.19828516244888306,0.25425058603286743,0.28840070962905884,0.4972863495349884,0.324826180934906,0.3181247413158417,0.6980365514755249,0.3531683087348938,6.662625312805176,5.047813892364502,4.548346042633057,6.3369879722595215,6.151166915893555,9.750996589660645,7.092391014099121,6.031861305236816,8.235921859741211,6.768141269683838,,,,,,,,,,,8.195460319519043,6.599383354187012,6.415887832641602,7.009481430053711,7.684184551239014,11.428234100341797,9.326019287109375,6.6520795822143555,9.59096622467041,9.052906036376953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,0.8402166962623596,0.5903357267379761,0.4979615807533264,0.9937894344329834,0.670185387134552,0.9607626795768738,0.6417464017868042,1.6537102460861206,1.0826687812805176,0.47079017758369446,10.213845252990723,6.598025321960449,7.109591484069824,12.073251724243164,9.8846435546875,13.571842193603516,10.609536170959473,13.826773643493652,9.98694133758545,8.264004707336426,,,,,,,,,,,12.311309814453125,8.50573444366455,10.167393684387207,13.858048439025879,11.713781356811523,15.884880065917969,13.108485221862793,15.166606903076172,11.944584846496582,10.452277183532715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39,0.6473771333694458,0.41536080837249756,0.4767191410064697,0.9811824560165405,0.4829670488834381,0.6297939419746399,0.39545875787734985,0.737579882144928,0.7760538458824158,0.9312784671783447,8.799749374389648,5.574815273284912,9.25890064239502,10.992271423339844,8.678932189941406,9.658698081970215,8.711441040039062,7.188976764678955,8.12755012512207,11.006162643432617,,,,,,,,,,,10.987794876098633,7.134688854217529,9.948164939880371,13.769868850708008,9.943937301635742,12.861011505126953,10.290143013000488,10.128923416137695,10.112749099731445,14.700664520263672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,1.0327447652816772,1.1479085683822632,0.8772230744361877,0.8071029782295227,1.1709856986999512,1.0837208032608032,0.7557185888290405,1.5665090084075928,1.378143548965454,0.5073902606964111,11.179387092590332,10.219634056091309,10.35243034362793,9.94365406036377,11.793008804321289,13.063810348510742,12.64594841003418,12.060277938842773,12.828824996948242,7.706899642944336,,,,,,,,,,,13.723603248596191,11.860852241516113,13.494808197021484,12.488760948181152,15.483723640441895,16.870756149291992,14.224952697753906,14.761319160461426,13.476295471191406,10.85096263885498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,0.9030210971832275,1.1965787410736084,0.6730591654777527,1.0065193176269531,0.610892653465271,1.0524861812591553,1.1957365274429321,0.978268027305603,0.8502262830734253,0.563422441482544,10.756149291992188,9.783740043640137,9.096675872802734,11.792882919311523,10.000753402709961,14.478915214538574,15.457508087158203,9.213247299194336,8.744650840759277,8.23697280883789,,,,,,,,,,,13.029329299926758,12.109686851501465,11.820566177368164,13.946521759033203,11.183611869812012,16.625858306884766,17.893220901489258,11.665077209472656,10.584991455078125,11.434423446655273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,0.32188931107521057,0.5631586909294128,0.2787206768989563,0.36712461709976196,0.15054480731487274,0.360019713640213,0.2476436197757721,0.15904363989830017,0.35008707642555237,0.4206606149673462,6.33903169631958,7.246819019317627,6.412938594818115,6.337917327880859,4.497830390930176,7.889630317687988,6.101193904876709,4.045508861541748,6.695240020751953,7.824211597442627,,,,,,,,,,,7.681299686431885,8.307640075683594,7.606698989868164,8.42289924621582,5.551784038543701,9.72386646270752,8.142998695373535,4.703453540802002,6.792213439941406,9.880141258239746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
