epoch,step,test/loss,test/loss_BEE:LU,test/loss_CRO:LU,test/loss_EWB:LU,test/loss_HCH:LU,test/loss_HZL:LU,test/loss_LAR:NE,test/loss_LLL:LU,test/loss_SLL:LU,test/loss_SPR:NE,test/mae,test/mae_BEE:LU,test/mae_CRO:LU,test/mae_EWB:LU,test/mae_HCH:LU,test/mae_HZL:LU,test/mae_LAR:NE,test/mae_LLL:LU,test/mae_SLL:LU,test/mae_SPR:NE,test/r2,test/r2_BEE:LU,test/r2_CRO:LU,test/r2_EWB:LU,test/r2_HCH:LU,test/r2_HZL:LU,test/r2_LAR:NE,test/r2_LLL:LU,test/r2_SLL:LU,test/r2_SPR:NE,test/rmse,test/rmse_BEE:LU,test/rmse_CRO:LU,test/rmse_EWB:LU,test/rmse_HCH:LU,test/rmse_HZL:LU,test/rmse_LAR:NE,test/rmse_LLL:LU,test/rmse_SLL:LU,test/rmse_SPR:NE
0,0,0.4961538314819336,0.7093581557273865,0.5262749791145325,0.3918159604072571,0.5155903697013855,0.6097313165664673,0.44063714146614075,0.3780931532382965,0.5398077368736267,0.35407519340515137,7.179286479949951,6.472814559936523,7.354674339294434,6.925468921661377,7.7562255859375,9.6143798828125,8.38266658782959,5.640196800231934,5.55173397064209,6.9154133796691895,0.400474488735199,0.4908120036125183,0.5275934934616089,0.3989189863204956,0.3621642589569092,0.3907794952392578,0.4630699157714844,0.28163397312164307,0.25491654872894287,0.434381902217865,9.43674373626709,8.888362884521484,9.647741317749023,8.812191009521484,10.513092994689941,12.64078426361084,10.880725860595703,7.196852684020996,7.377721786499023,8.973224639892578
