epoch,step,test/loss,test/loss_BEE:LU,test/loss_CRO:LU,test/loss_EWB:LU,test/loss_HCH:LU,test/loss_HZL:LU,test/loss_LAR:NE,test/loss_LLL:LU,test/loss_SLL:LU,test/loss_SPR:NE,test/mae,test/mae_BEE:LU,test/mae_CRO:LU,test/mae_EWB:LU,test/mae_HCH:LU,test/mae_HZL:LU,test/mae_LAR:NE,test/mae_LLL:LU,test/mae_SLL:LU,test/mae_SPR:NE,test/r2,test/r2_BEE:LU,test/r2_CRO:LU,test/r2_EWB:LU,test/r2_HCH:LU,test/r2_HZL:LU,test/r2_LAR:NE,test/r2_LLL:LU,test/r2_SLL:LU,test/r2_SPR:NE,test/rmse,test/rmse_BEE:LU,test/rmse_CRO:LU,test/rmse_EWB:LU,test/rmse_HCH:LU,test/rmse_HZL:LU,test/rmse_LAR:NE,test/rmse_LLL:LU,test/rmse_SLL:LU,test/rmse_SPR:NE
0,0,0.5715815424919128,0.4935714602470398,0.41443881392478943,0.6456298828125,0.6046894788742065,0.5194094181060791,0.5366276502609253,0.5778566598892212,0.6743102073669434,0.6777001023292542,7.785252094268799,5.804065704345703,7.156769275665283,8.669174194335938,8.385209083557129,8.747010231018066,9.57402229309082,6.65118932723999,6.4748945236206055,8.604930877685547,0.3993917405605316,0.5601286888122559,0.38703471422195435,0.23820871114730835,0.47630131244659424,0.42081135511398315,0.30942314863204956,0.40454423427581787,0.4501543641090393,0.3479190468788147,10.367597579956055,7.801633358001709,9.33571720123291,11.1654052734375,11.028393745422363,11.58076286315918,11.97453498840332,8.934663772583008,9.194910049438477,12.292354583740234
